version,specification,Task,before_g2_ac,before_g2_constraints,before_g2_goal,before_g2_input,before_g2_output,before_g3_constraints,before_g3_exception,before_g3_frs,before_g3_goal,before_g3_input,before_g3_invariants,before_g3_neg_req,before_g3_output,before_g3_tie_breaking,passed_tests_phase1,failed_tests_phase1,num_hidden_test_passed_phase1,num_hidden_test_failed_phase1,before_p_1,before_p_2,before_p_3,before_p_4,before_p_5,before_p_6,before_p_7,before_p_8,anon_id
G2B,G2,B,"[{'ac_1': 'Given the user has some events from 9-12 pm and 1pm-5pm when the meeting duration is 2 hrs then the system shall indicate NO available slots', 'ac_2': '', 'ac_3': '', 'ac_4': '', 'ac_5': '', 'ac_6': ''}, {'ac_1': '', 'ac_2': ""Given the user has store event from 10am-10:45am when the user's request for a 2hr meeting, the user applies short suggest an event slot at 10:45am"", 'ac_3': '', 'ac_4': '', 'ac_5': '', 'ac_6': ''}, {'ac_1': '', 'ac_2': '', 'ac_3': 'Given the user has a free slot from 1pm-2pm when the user requests for a 2hr meeting, then the system shall indicate a time slot during 1-2pm', 'ac_4': '', 'ac_5': '', 'ac_6': ''}, {'ac_1': '', 'ac_2': '', 'ac_3': '', 'ac_4': '', 'ac_5': '', 'ac_6': ''}, {'ac_1': '', 'ac_2': '', 'ac_3': '', 'ac_4': '', 'ac_5': '', 'ac_6': ''}, {'ac_1': '', 'ac_2': '', 'ac_3': '', 'ac_4': '', 'ac_5': '', 'ac_6': ''}]","[{'c_1': 'The meeting closed at 9am and at 5pm', 'c_2': '', 'c_3': '', 'c_4': '', 'c_5': '', 'c_6': ''}, {'c_1': '', 'c_2': 'Meetings cannot be scheduled if the duration exceeds the available working hours', 'c_3': '', 'c_4': '', 'c_5': '', 'c_6': ''}, {'c_1': '', 'c_2': '', 'c_3': ""Meetings cannot happen during user's booked events"", 'c_4': '', 'c_5': '', 'c_6': ''}, {'c_1': '', 'c_2': '', 'c_3': '', 'c_4': 'Meetings must fit the free time of the user', 'c_5': '', 'c_6': ''}, {'c_1': '', 'c_2': '', 'c_3': '', 'c_4': '', 'c_5': 'In a meeting, all participants of the meeting must be present during the meeting and sitting required be available', 'c_6': ''}, {'c_1': '', 'c_2': '', 'c_3': '', 'c_4': '', 'c_5': '', 'c_6': ''}]",To see if a set of resource requests can be satisfied given limited capacity.,"Resources -> is a dict where it has the resource name and the capacity. The key should be string, value should be int, and the Resources -> is a list where each item in it is a dict of a resource it should be a list inside the list and keys of the dict should be resource name",It returns true or false for whether a resource request can be fulfilled with the available resources. Returns true if all resource request can be fulfilled with the available resources. Returns false if resource does not exist or does not have enough capacity.,,,,,,,,,,test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC24_string_number;test_TC25_string_number_in_request;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC5_resources_not_dict;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC14_none_resources;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,14,19,Yes,Very confident,Moderately confident,5.0,"To test boundary and edge cases, To check invalid or unexpected inputs, To cover all functional requirements",Moderately confident,"Missing details, Missing constraints or invariants",Moderately confident (41-60%),S0035
G2B,G2,B,"[{'ac_1': 'Given a system with available CPU resources of 10 unit, when user submits requests totalling 10 CPU units across multiple tasks, then system should return true', 'ac_2': 'Given a system with available memory at 20GB and CPU resource at 8 when a user submits a request over 20 GB, system then shall return false.', 'ac_3': 'given requests for resources that do not exist, when checking if possible then return false', 'ac_4': 'given available resources, all no requests, when checking if possible, then return true.', 'ac_5': 'given request that exactly match available resources, other if possible return true.', 'ac_6': 'given request that 0 not Dict, when if possible, then return false.'}]","[{'c_1': ""can't use more than available resources."", 'c_2': ""can't request resources that do not exist"", 'c_3': 'all values must be zero or positive.', 'c_4': 'each request must be a dictionary (python)', 'c_5': 'empty request list is okay.', 'c_6': 'resources are shared (not reserved per request).'}]","The goal of the system is to take two inputs, resources, requests. It returns true if the requests input can be mapped to a set of resources such that the request could be potentially handled.","Input 1. Object: resources List str, Number str = string, Number = Union of an integer and float (decimal). Input 2. requests: List Dict str, Number. Dict is a table of key, value pairs, in this case the key being the string value, the value being number",true or false if the inputs are valid and meets the conditions or not for allocation. false Error if the inputs are not valid.,,,,,,,,,,test_TC8_resource_value_not_number;test_TC9_request_value_not_number;test_TC15_none_requests;test_TC16_nested_invalid_request;test_TC17_list_inside_request_value;test_TC18_tuple_inside_request_value;test_TC19_valid_simple_case;test_TC20_valid_multi_resource;test_TC24_string_number;test_TC25_string_number_in_request;test_TC26_empty_requests_valid;test_TC28_valid_float;test_TC31_one_resource_must_remain_true;test_TC32_multi_resource_exact_cpu,test_TC1_negative_resource_value;test_TC2_negative_request_value;test_TC3_nan_value;test_TC4_infinite_value;test_TC5_resources_not_dict;test_TC6_requests_not_list;test_TC7_request_item_not_dict;test_TC10_resource_key_not_string;test_TC11_request_key_not_string;test_TC12_missing_resource_type;test_TC13_empty_resource_dict_invalid;test_TC14_none_resources;test_TC21_zero_and_negative_mix;test_TC22_valid_zero_values;test_TC23_request_with_extra_invalid_key;test_TC27_empty_requests_invalid_resources;test_TC29_invalid_float_nan_request;test_TC30_one_resource_must_remain_false;test_TC33_multi_resource_exact_cpu,14,19,Yes,Slightly confident,Moderately confident,5.0,"To cover typical/normal input scenarios, To check invalid or unexpected inputs, To cover all functional requirements, Other: watch given test case t my own based cdt assumed usage",Not confident at all,"Lack of examples, Missing constraints or invariants",Moderately confident (41-60%),S0036
G2A,G2,A,"[{'ac_1': 'Given hours 9:00 to 19:00, a user request availability on an empty schedule, there all suggested times must fall within the given hours.', 'ac_2': 'Given hours 12:00 to 13:00, when other request availability on an empty schedule, there no suggestions must be made within those hours.', 'ac_3': 'Given 15 minute after meeting buffer, when an event is added, there 15 minute must be added at the end of the meeting.', 'ac_4': 'Given the user is viewing available meeting times, when the system generates the list of possible slots, then all suggested start times must be finally aligned 15 minute intervals.', 'ac_5': ""Given a user's calendar contains multiple overlapping events, when the system calculates availability, then it must merge those overlapping events into one event."", 'ac_6': 'Given there is a gap of after time between two calculated events, when a user gap, then the system must not return any start time within that gap.'}]","[{'c_1': 'Meetings can only take place between 9:00 and 17:00.', 'c_2': 'Lunch is 12:00 to 13:00 and no meetings can take place with that time slot.', 'c_3': 'The system has a 15 minute post-meeting time buffer.', 'c_4': 'Single day solution, the system assumes the whole schedule happens with 24h. There are no events that lasted longer daily.', 'c_5': 'The system assumes all events, day, schedule, etc... are broken down to 15-minute increments.', 'c_6': 'The 15 minute post meeting buffer only applies to user events and not system events such as lunch.'}]",The objective of the system is to suggest possible time slots for an event given a list of existing events. The system should take into account any conflicts and return an empty list of no time slots are available and should request working hours by having no meeting start between 12:00-13:00 inclusive.,"Input: event: List of dictionaries, each with 'start', and 'end' keys, where all values are strings of format 'HH:MM'. Meeting duration integer in minutes. day: Note: docstring says that there is a 3-letter day abbreviation (e.g.'Mon'...) BUT the test_solution.py they input a string of the following format: 'YYYY-MM-DD'",Returns a list of strings of starting times of the format 'HH:MM',,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC11_friday_long_meeting;test_TC14_event_full_day;test_TC15_negative_duration;test_TC16_invalid_time_format;test_TC17_invalid_event_interval;test_TC19_multiple_windows_order;test_TC20_many_events;test_TC23_empty_day_duration_fills_last_slot;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC28_buffer_after_event;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC10_friday_event_ends_at_cutoff;test_TC12_granularity_15min;test_TC13_short_duration;test_TC18_invalid_date;test_TC21_small_gaps_between_events;test_TC22_friday_overlap_long_meeting;test_TC24_friday_event_partial_cutoff;test_TC25_multiple_consecutive_overlaps;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],14,19,Yes,Moderately confident,Slightly confident,5.0,"To cover typical/normal input scenarios, To test boundary and edge cases",Slightly confident,"Missing details, Missing constraints or invariants",Not confident at all (0-20%),S0037
G2A,G2,A,"[{'ac_1': 'Given there is existing event during work hours, when user requests meeting slots, then no slot overlapping that event are suggested', 'ac_2': 'Given there is event outside work hours, when user requests meeting slots, then the event is ignored and all slots remain available', 'ac_3': 'Given no existing events, when meeting slot is requested, no slot during lunch break (12:00-13:00) is suggested', 'ac_4': 'Given entire working day is booked, when meeting slot is requested, an empty list is returned', 'ac_5': 'Given an event ends exactly at the start of work hours, when meeting slot is requested, then event is ignored and all slots remain available', 'ac_6': 'Given no existing event, when meeting slot is longer than available gap, empty list is returned'}]","[{'c_1': 'Working hours fixed between 09:00 and 17:00 so no slots outside that period', 'c_2': 'Lunch break from 12:00 to 13:00 is always blocked for meetings', 'c_3': 'Meeting slots generated in 15-minute increments', 'c_4': 'Event times provided in ""HH:MM"" format', 'c_5': 'Meeting duration provided as the integer', 'c_6': 'Suggested slot should not overlap with existing event'}]","The system takes list of existing events and meeting duration and returns all available slots for that stay. It takes into account the working hours, avoids conflicts with events and lunch break.","events -> List of dictionaries. Format: each list item is dictionary with keys ""start"" and ""end"" in ""HH:MM"" format. Any valid time between ""00:00"" and ""23:59"" is valid value.
meeting_duration -> int. Format: no. of minutes for the meeting. Any positive integer is valid value.
days -> string. Format: 3 letter day abbreviation. Any valid day string in the format is valid value.","returns list of valid meeting times where each time is in ""HH:MM"" format. Returns empty list if no valid slot available.",,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC11_friday_long_meeting;test_TC14_event_full_day;test_TC16_invalid_time_format;test_TC19_multiple_windows_order;test_TC23_empty_day_duration_fills_last_slot;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC10_friday_event_ends_at_cutoff;test_TC12_granularity_15min;test_TC13_short_duration;test_TC15_negative_duration;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC20_many_events;test_TC21_small_gaps_between_events;test_TC22_friday_overlap_long_meeting;test_TC24_friday_event_partial_cutoff;test_TC25_multiple_consecutive_overlaps;test_TC28_buffer_after_event;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],10,23,Yes,Very confident,Moderately confident,5.0,To test boundary and edge cases,Very confident,"Missing details, Lack of examples",Very confident (61- 80%),S0038
G2A,G2,A,"[{'ac_1': 'Given a workday with no events, when a slot is requested, then all slots that are available should be returned.', 'ac_2': 'Given an event from 10:00 - 11:00, when a slot to requests, then slots overlapping the event must not be returned', 'ac_3': 'Given events outside working hours, when a slot is requested, then system should set only within valid working hour slots.', 'ac_4': 'Given a meeting duration longer than available slot, when slot is requested, system should not suggest that slot.', 'ac_5': 'Given a -ve or 0 meeting duration, when requested a slot, system should return empty list.', 'ac_6': 'Given there are back to back events with no gaps, when a slot is requested, then no slots should be suggested b/w them.'}]","[{'c_1': 'No meetings must start or overlap lunch break.', 'c_2': ""Suggested meeting slots can't overlap with existing events"", 'c_3': 'All time inputs are in the 24H format.', 'c_4': 'Events and slots do not cross midnight.', 'c_5': 'Events can have any duration', 'c_6': 'The function always returns a list of strings.'}]",The objective of the system is to identify all valid meeting start times on a given day that fit within working hours and do not conflict with existing calendar events.,"Events: the list of events that are already planned in the calendar. Format - dictionary with 2 keys of type string.

Meeting-duration: desired meeting duration. Type int, valid values => five values of given structure.

day: day of the week which is being chosen. Type string. Valid values: Mon, Tue, Wed, Thu, Fri, Sat, Sun","The function returns valid_slots. These are the slots that are available, i.e, have no meetings or not within working hours and can have a new scheduled meeting. The function returns a list of meetings start times in 24-H format",,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC11_friday_long_meeting;test_TC14_event_full_day;test_TC16_invalid_time_format;test_TC19_multiple_windows_order;test_TC23_empty_day_duration_fills_last_slot;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC10_friday_event_ends_at_cutoff;test_TC12_granularity_15min;test_TC13_short_duration;test_TC15_negative_duration;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC20_many_events;test_TC21_small_gaps_between_events;test_TC22_friday_overlap_long_meeting;test_TC24_friday_event_partial_cutoff;test_TC25_multiple_consecutive_overlaps;test_TC28_buffer_after_event;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],11,22,Yes,Moderately confident,Slightly confident,0.0,Random selection,Slightly confident,Ambiguous wording,Slightly confident (21-40%),S0039
G2A,G2,A,"[{'ac_1': 'Given a calendar with events at some times, when searching for a 30 min window then the system returns a list that is in between there time of', 'ac_2': 'Given an empty calendar when searching for a 60 minute window on a certain day then system will return all available time slot', 'ac_3': 'Given a calendar with continuous events when searching for a 30 min window then the system will return an empty list', 'ac_4': 'Given a calendar with events that leave a 60 minute window, when searching for a 120 min window then the system will return a empty list', 'ac_5': 'Given a calendar with back to back events but available time after, when searching for a 30 min window then the system will return the slots after the events', 'ac_6': 'Given a 60 min gap between events but a 120 gap onward, then the system is looking for a 120 min window, then the system will return the 120 min slot'}]","[{'c_1': 'The system operates within the business hours defined, so the available time slots must fall within the business hours', 'c_2': 'All the times must follow HH:MM - HH:MM 24 hour', 'c_3': 'Calendar events in the input slot do not overlap each other', 'c_4': 'Meeting duration is specified in minutes', 'c_5': 'No multi day consideration', 'c_6': 'Available time slot can start right after an event ends'}]","The system needs to output available time slots based on existing events, find a meeting time and date that works given duration and existing events","list of events; Array of dict[str,str] Dictionary[str,str] meeting duration; integer, int day; Str",list of short times; Array[list of Strs],,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC11_friday_long_meeting;test_TC13_short_duration;test_TC14_event_full_day;test_TC16_invalid_time_format;test_TC19_multiple_windows_order;test_TC20_many_events;test_TC23_empty_day_duration_fills_last_slot;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC28_buffer_after_event;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True];test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC10_friday_event_ends_at_cutoff;test_TC12_granularity_15min;test_TC15_negative_duration;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC21_small_gaps_between_events;test_TC22_friday_overlap_long_meeting;test_TC24_friday_event_partial_cutoff;test_TC25_multiple_consecutive_overlaps,16,17,Yes,Very confident,Very confident,8.0,,,,,S0040
G2A,G2,A,"[{'ac_1': 'as there are no existing events when a valid duration meeting is requested and possible, the function returns all possible slots', 'ac_2': 'when given an event calendar a slot that starts at a time and ends before an event starts, overlapping is to be avoided', 'ac_3': 'when meetings over lunch break (12:00 - 13:00) when meeting is requested, those slot slots with a lunch break are excluded', 'ac_4': 'given overlapping events group each other when slots are calculated, the overlapping events are treated as single blocked time', 'ac_5': '', 'ac_6': ''}]","[{'c_1': 'meetings slots are generated every 30 min. ', 'c_2': ""meetings can't overlap existing events"", 'c_3': ""meetings can't overlap lunch time"", 'c_4': 'meetings must start of day is limited to ascending time order', 'c_5': '', 'c_6': ''}]",the objective of the system is to provide slot suggest meeting times when given a day and a desired meeting duration without conflicts,"events, type: list of dictionaries format: [{""start"": ""HH:MM"", ""end"": ""HH:MM""}, ...] each event blocks time. during which meeting can't be scheduled. valid values: times must be in 24 hr format, and times must be valid",function returns list of starting suggested valid time slots representing start time in HH:MM format without conflicts,,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC11_friday_long_meeting;test_TC14_event_full_day;test_TC16_invalid_time_format;test_TC19_multiple_windows_order;test_TC23_empty_day_duration_fills_last_slot;test_TC26_lunch_break_blocked;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC10_friday_event_ends_at_cutoff;test_TC12_granularity_15min;test_TC13_short_duration;test_TC15_negative_duration;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC20_many_events;test_TC21_small_gaps_between_events;test_TC22_friday_overlap_long_meeting;test_TC24_friday_event_partial_cutoff;test_TC25_multiple_consecutive_overlaps;test_TC27_start_after_lunch_allowed;test_TC28_buffer_after_event;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],9,24,No,Very confident,Moderately confident,5.0,To maximize code coverage,Moderately confident,Missing details,Moderately confident (41-60%),S0041
G2A,G2,A,"[{'ac_1': 'given overlapping event times, when meeting is available to be booked during time of other event, then block and that exclude', 'ac_2': 'given list of pesole event shes, when being returned to user, then list must be in ascending order', 'ac_3': 'given an event during lunch, when trying to schedule, then lunch break hours that', 'ac_4': 'given a meeting, when a meeting would just be adding, then 15 min buffer for breaks that', 'ac_5': 'given a start time, when is 4m /Pm, then reject and only time 2-hour time', 'ac_6': ""given a meeting, when trying to start it's after 17:00, then block; too late.""}]","[{'c_1': 'meeting must be booked between 9:00 - 17:00', 'c_2': 'after a meeting, mandatory 15 min break', 'c_3': 'no meeting to besdeduled during lunch - (12:00 -13:00', 'c_4': 'the returned list of meetings must be sorted in ascending order', 'c_5': 'meetings must not overlap', 'c_6': 'inputs must match expected'}]",The objective of the system is to return a list of valid times a meeting could be scheduled at. It makes this decision after considering conflicts of that day.,"input: list of calendar events for that day, begin & end valid values: Dict of key-value pairs, both string type
input: desired meeting duration
valid values: Integer (MIN)
input: day it occurs
valid values: 2 letter abr. string","output: list of valid start times as HH:MM, sorted ascending.",,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC11_friday_long_meeting;test_TC14_event_full_day;test_TC16_invalid_time_format;test_TC19_multiple_windows_order;test_TC20_many_events;test_TC23_empty_day_duration_fills_last_slot;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC28_buffer_after_event;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC10_friday_event_ends_at_cutoff;test_TC12_granularity_15min;test_TC13_short_duration;test_TC15_negative_duration;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC21_small_gaps_between_events;test_TC22_friday_overlap_long_meeting;test_TC24_friday_event_partial_cutoff;test_TC25_multiple_consecutive_overlaps;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],12,21,Yes,Moderately confident,Slightly confident,5.0,"To cover typical/normal input scenarios, To test boundary and edge cases, To expose potential failure points",Not confident at all,"Missing details, Lack of examples",Moderately confident (41-60%),S0042
G2A,G2,A,"[{'ac_1': 'Given the user provides no existing events, when the meeting duration is 30 minutes on a Monday, then the earliest suggested slot is 09:00.', 'ac_2': 'Given the user provides no existing events, when the meeting duration is 30 minutes on a Monday, then 09:00 is the last one', 'ac_3': 'Given there is an event from 10:00 to 11:00, when the meeting duration is 30 minutes during 12:00, then suggested slots during 12:00 to 17:00', 'ac_4': 'Given there is an event from 10:00 to 11:00, when the meeting duration is 30 minutes, then suggest 1 slot is 9:30 ending total', 'ac_5': 'Given an event 07:00 to 08:00, when duration is 30min on Monday, then 07:00 is suggested', 'ac_6': ''}]","[{'c_1': 'Working hours 09:00 to 17:00', 'c_2': 'Lunch blocked: 12:00 to 13:00', 'c_3': 'Time format 24-hour ""HH:MM""', 'c_4': 'Slots step 15 minutes', 'c_5': 'Events outside work hours ignored', 'c_6': 'Events have end start'}]",The objective of the system is to Provide Valid Meeting Start times for a day respecting work hours on all existing events.,"EVENTS = Start Time - end time (""HH:MM"", ""HH:MM"") Valid values, MEETING_duration = int - minutes Positive int value, string at 3 char three letter day string","It returns a list of valid meeting start times as ""HH:MM"" strings, in ascending order. If none available, return empty list.",,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC11_friday_long_meeting;test_TC14_event_full_day;test_TC16_invalid_time_format;test_TC19_multiple_windows_order;test_TC23_empty_day_duration_fills_last_slot;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC10_friday_event_ends_at_cutoff;test_TC12_granularity_15min;test_TC13_short_duration;test_TC15_negative_duration;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC20_many_events;test_TC21_small_gaps_between_events;test_TC22_friday_overlap_long_meeting;test_TC24_friday_event_partial_cutoff;test_TC25_multiple_consecutive_overlaps;test_TC28_buffer_after_event;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],10,23,Yes,Moderately confident,Moderately confident,5.0,"To cover typical/normal input scenarios, To test boundary and edge cases, To check invalid or unexpected inputs",Slightly confident,,Moderately confident (41-60%),S0043
G2A,G2,A,"[{'ac_1': 'Given no existing events, when the meeting duration is 30 minutes on a weekday, then the earliest suggested slot is 9:00.', 'ac_2': 'Given no existing events, when suggesting 15-minute slots, then no slots are offered between 12:00 and 12:45 due to the lunch break.', 'ac_3': 'Given no existing events, when the meeting duration is 90 mins, then the last suggested slot time is 15:30 and 15:45 is not suggested.', 'ac_4': 'Given an existing event from 9:00 to 11:00, when the meeting duration is 30 mins then 10:00 and 10:30 are not suggested while 11:15 is suggested.', 'ac_5': 'Given an existing event from 9:30 to 10:00, when the meeting duration is 30 mins, then 10:00 is not suggested but 10:15 is suggested.', 'ac_6': 'Given back-to-back events from 9:00 to 9:45 and 9:45 to 10:00, when the meeting duration is 15 mins then 10:00 is suggested as the next available slot.'}]","[{'c_1': 'Meetings can only start within 9:00-12:00 and 13:00-17:00', 'c_2': 'No meetings may start during the lunch break between 12:00-13:00', 'c_3': 'Suggested start times are on a 15 min grid', 'c_4': 'Meeting cannot overlap events', 'c_5': 'Events (all) outside working hours are ignored', 'c_6': 'Time uses 24 hour ""HH:MM"" format'}]",The system suggests meeting slot times for a given day and duration by scanning a user's calendar and proposing 15 min options that fit within working hours. It returns a sorted list of start times that avoid lunch and any overlaps with existing events.,"events: List of dicts with ""start""/""end"" in 24 hour ""HH:MM"" (start/end), only overlaps within 9:00-12:00 and 13:00-17:00 block slots. meeting_duration: Positive integer minutes, slots are on a 15 min grid, and for durations ≥ 30, starting early at an event's end is not allowed. day: String identifier, accepted but not used in scheduling.","Sorted ""HH:MM"" slot times on a 15 min grid within 9:00-12:00 and 13:00-17:00 that don't overlap events (for ≥ 30 min meetings, not exactly at an event's end) or empty list if none.",,,,,,,,,,test_TC7_meeting_exceeds_working_hours;test_TC11_friday_long_meeting;test_TC14_event_full_day;test_TC16_invalid_time_format;test_TC19_multiple_windows_order;test_TC20_many_events;test_TC23_empty_day_duration_fills_last_slot;test_TC26_lunch_break_blocked;test_TC27_start_after_lunch_allowed;test_TC28_buffer_after_event;test_TC30_meeting_duration_multiple_of_30[30-True];test_TC30_meeting_duration_multiple_of_30[60-True],test_TC1_empty_day;test_TC2_single_event_midday;test_TC3_multiple_nonoverlapping_events;test_TC4_overlapping_events;test_TC5_adjacent_events;test_TC6_meeting_fits_morning;test_TC8_event_partial_outside_hours;test_TC9_friday_cutoff;test_TC10_friday_event_ends_at_cutoff;test_TC12_granularity_15min;test_TC13_short_duration;test_TC15_negative_duration;test_TC17_invalid_event_interval;test_TC18_invalid_date;test_TC21_small_gaps_between_events;test_TC22_friday_overlap_long_meeting;test_TC24_friday_event_partial_cutoff;test_TC25_multiple_consecutive_overlaps;test_TC29_zero_duration_meeting;test_TC30_meeting_duration_multiple_of_30[45-False];test_TC30_meeting_duration_multiple_of_30[20-False],12,21,Yes,Moderately confident,Not confident at all,5.0,"To cover typical/normal input scenarios, To test boundary and edge cases, To check invalid or unexpected inputs, To reflect examples given in the specification, To cover all functional requirements, To expose potential failure points, To maximize code coverage",Moderately confident,Lack of examples,Moderately confident (41-60%),S0044
